S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,VOTES CASTED,VOTE %,MARGIN,CATEGORY,ELECTION TYPE
562,2006,Jammu & Kashmir,BHADERWAH,54,SH. GHULAM NABI AZAD,Male,Independent,IND,91159.0,66129.0,87.73,0,OTH,Bypoll
563,2006,Jammu & Kashmir,PATTAN,15,SHEIKH MUSTAFA KAMAL,Male,Jammu & Kashmir National Conference,JKNC,76356.0,52663.0,5.25,0,OTH,Bypoll
564,2006,Jammu & Kashmir,RAFIABAD,7,Mohd. Dilawar Mir,Male,Jammu & Kashmir Peoples Democratic Party,INK POT & PEN,67026.0,50621.0,17.11,0,OTH,Bypoll
565,2006,Jammu & Kashmir,SANGRAMA,12,SHUIB NABI,Male,Independent,IND,55461.0,35110.0,17.99,0,OTH,Bypoll
566,2007,Jammu & Kashmir,POONCH(HAVELI),87,Jahangir Hussain (E),Male,Indian National Congress,INC,97024.0,66468.0,6.62,0,OTH,Bypoll
567,2009,Jammu & Kashmir,BHADERWAH,54,Md.  Sharief Niaz,Male,Indian National Congress,INC,94208.0,53200.0,5.16,0,OTH,Bypoll
568,2009,Jammu & Kashmir,HAZRATBAL,18,S. M. kamal,Male,Jammu & Kashmir National Conference,JKNC,87326.0,17372.0,8.93,0,OTH,Bypoll
569,2009,Jammu & Kashmir,SONWAR,24,Md.Yasin Shah,Male,Jammu & Kashmir National Conference,JKNC,69235.0,19677.0,25.41,0,OTH,Bypoll
570,2016,Jammu & Kashmir,ANANTNAG,40,Mehbooba Mufti (E),Female,Jammu & Kashmir Peoples Democratic Party,Haldhar within wheel,84124.0,28093.0,43.02,0,OTH,Bypoll
571,2017,Jammu & Kashmir,Srinagar,2,FAROOQ ABDULLAH,Male,Jammu & Kashmir National Conference,JKNC,1261817.0,88951.0,12.11,0,OTH,Bypoll
572,2025,Jammu & Kashmir,BUDGAM,27,AGA SYED MUNTAZIR MEHDI,Male,Jammu & Kashmir Peoples Democratic Party,INK POT & PEN,126276.0,62555.0,7.16,0,OTH,Bypoll
573,2025,Jammu & Kashmir,NAGROTA,77,DEVYANI RANA,Female,Bharatiya Janata Party,BJP,99494.0,73484.0,33.37,0,OTH,Bypoll
574,2004,Jharkhand,Jamshedpur,9,Suman Mahato (E),Female,Jharkhand Mukti Morcha,Bow and arrow,1396230.0,641038.0,45.9,0,OTH,Bypoll
575,2004,Jharkhand,Koderma,5,Babu Lal Marandi,Male,Bharatiya Janata Party,BJP,1349091.0,758347.0,56.2,0,OTH,Bypoll
576,2004,Jharkhand,Palamu,13,Dhuran Ram,Male,Rashtriya Janata Dal,RJD,1366537.0,681173.0,49.8,0,OTH,Bypoll
577,2005,Jharkhand,Daltonganj,76,Inder Singh Namdhari,Male,Independent,IND,253690.0,137077.0,54.0,0,OTH,Bypoll
578,2005,Jharkhand,Simaria,26,Ramchandra Ram - 'e',Male,Communist Party of India,CPI,243085.0,116689.0,48.0,0,OTH,Bypoll
579,2009,Jharkhand,Hatia,64,N. Jaiswal (E),Male,All Jharkhand Students Union Party,Banana,402578.0,152590.0,37.9,0,OTH,Bypoll
580,2009,Jharkhand,Jamshedpur,9,Ajay Kumar,Male,Jharkhand Vikas Morcha (Prajatantrik),Comb,1397897.0,740003.0,52.9,0,OTH,Bypoll
581,2009,Jharkhand,Kharawan,57,Arjun Munda,Male,Bharatiya Janata Party,BJP,154880.0,111671.0,72.1,0,OTH,Bypoll
582,2009,Jharkhand,Mandu,24,J.P.B. Patel,Male,Jharkhand Mukti Morcha,Bow & Arrow,298577.0,167504.0,56.1,0,OTH,Bypoll
583,1962,Karnataka,Bangalore South,0,H.C. Dasappa,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
584,1968,Karnataka,Shimoga,0,S. Nijalingappa,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
585,1972,Karnataka,Chitradurga,0,K.H. Patil,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
586,1978,Karnataka,Bellary,0,S.M. Krishna,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
587,1980,Karnataka,Hassan,0,H.D. Deve Gowda,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
588,1983,Karnataka,Mandya,0,G. Madegowda,Male,Janata Party,JNP,0.0,0.0,0.0,0,OTH,Bypoll
589,1985,Karnataka,Raichur,0,Veerappa Moily,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
590,1988,Karnataka,Koppal,0,Basavaraj Bommai,Male,Janata Party,JNP,0.0,0.0,0.0,0,OTH,Bypoll
591,1990,Karnataka,Hubli-Dharwad,0,Jagadish Shettar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
592,1994,Karnataka,Bangalore North,0,C.N. Balakrishnan,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
593,1999,Karnataka,Bellary,0,B. Sriramulu,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
594,2002,Karnataka,Bidar,0,Basavaraj Patil,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
595,2005,Karnataka,Shimoga,0,B.S. Yediyurappa,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
596,2007,Karnataka,Shiggaon,0,Basavaraj Bommai,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
597,2012,Karnataka,Mandya,0,C.S. Putturaju,Male,Janata Dal (Secular),JDS,0.0,0.0,0.0,0,OTH,Bypoll
598,2014,Karnataka,Bellary,0,B. Sriramulu,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
599,2018,Karnataka,Rajarajeshwari Nagar,0,Munirathna Naidu,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
600,2019,Karnataka,Athani,0,Mahesh Kumathalli,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
601,2019,Karnataka,Chikkaballapur,0,K. Sudhakar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
602,2019,Karnataka,Hoskote,0,Sharath Bachegowda,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
603,2019,Karnataka,KR Pura,0,Byrathi Basavaraj,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
604,2019,Karnataka,Kagwad,0,Shrimant Patil,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
605,2019,Karnataka,Yellapur,0,Shivaram Hebbar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
606,2021,Karnataka,Hangal,0,Shivaraj Sajjanar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
607,2021,Karnataka,Sindgi,0,Ramesh Jigajinagi,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
608,2023,Karnataka,Jayanagar,0,Sowmya Reddy,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
609,1960,Kerala,Devikulam,0,P.T. Chacko,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
610,1965,Kerala,Ambalapuzha,0,K. Karunakaran,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
611,1970,Kerala,Kottayam,0,K.M. George,Male,Kerala Congress,KERAL,0.0,0.0,0.0,0,OTH,Bypoll
612,1975,Kerala,Mavelikara,0,Vayalar Ravi,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
613,1979,Kerala,Manjeri,0,P.K. Kunju,Male,Muslim League,MUSLI,0.0,0.0,0.0,0,OTH,Bypoll
614,1982,Kerala,Ottapalam,0,V.S. Achuthanandan,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
615,1984,Kerala,Kasaragod,0,M.I. Shanavas,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
616,1987,Kerala,Thiruvananthapuram,0,K. Karunakaran,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
617,1991,Kerala,Kottayam,0,Suresh Kurup,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
618,1994,Kerala,Mattannur,0,E.P. Jayarajan,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
619,1996,Kerala,Malappuram,0,E. Ahamed,Male,Muslim League,MUSLI,0.0,0.0,0.0,0,OTH,Bypoll
620,1998,Kerala,Piravom,0,Anoop Jacob,Male,Kerala Congress,KERAL,0.0,0.0,0.0,0,OTH,Bypoll
621,2001,Kerala,Thrissur,0,V.S. Sunil Kumar,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
622,2004,Kerala,Aroor,0,A.M. Ariff,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
623,2007,Kerala,Pala,0,Jose K. Mani,Male,Kerala Congress,KERAL,0.0,0.0,0.0,0,OTH,Bypoll
624,2010,Kerala,Alathur,0,P.K. Biju,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
625,2012,Kerala,Neyyattinkara,0,K. Sivadasan Nair,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
626,2015,Kerala,Aruvikkara,0,K.S. Sabarinadhan,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
627,2017,Kerala,Malappuram,0,P.K. Kunhalikutty,Male,Muslim League,MUSLI,0.0,0.0,0.0,0,OTH,Bypoll
628,2019,Kerala,Ernakulam,0,Hibi Eden,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
629,2019,Kerala,Manjeswaram,0,M.C. Kamaruddin,Male,Muslim League,MUSLI,0.0,0.0,0.0,0,OTH,Bypoll
630,2019,Kerala,Vatiyoorkavu,0,V.K. Prasanth,Male,Communist Party of India (Marxist),CPM,0.0,0.0,0.0,0,OTH,Bypoll
631,2021,Kerala,Thrikkakara,0,Uma Thomas,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
632,2024,Kerala,Puthuppally,0,Chandy Oommen,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
633,2024,Ladakh,Ladakh,0,Mohmad Haneefa,Male,Independent,IND,0.0,0.0,0.0,0,OTH,Bypoll
634,1998,Lakshadweep,Lakshadweep,0,P.M. Sayeed,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
635,1997,Madhya Pradesh,CHHINDWARA,27,SUNDERLAL PATWA,Male,Bharatiya Janata Party,BJP,996033.0,689479.0,5.46,0,OTH,Bypoll
636,2002,Madhya Pradesh,GUNA,4,JYOTIRADITYA MADHAVRAO SCINDIA,Male,Indian National Congress,INC,1287191.0,721222.0,56.37,0,OTH,Bypoll
637,2006,Madhya Pradesh,VIDISHA,20,RAMPAL SINGH,Male,Bharatiya Janata Party,BJP,1315386.0,627219.0,13.57,0,OTH,Bypoll
638,2007,Madhya Pradesh,GWALIOR,3,Yashodhara  Raje Scindhia,Female,Bharatiya Janata Party,BJP,1378757.0,570609.0,6.39,0,OTH,Bypoll
639,2007,Madhya Pradesh,SIDDHI,10,Shri Manik Singh,Male,Indian National Congress,INC,1091008.0,601976.0,26.35,0,OTH,Bypoll
640,2008,Madhya Pradesh,BETUL,17,Khandelwal Hemant Vijay Kumar,Male,Bharatiya Janata Party,BJP,1090804.0,656049.0,5.4,0,OTH,Bypoll
641,2008,Madhya Pradesh,KHARGON,24,Arun Suchash Chandra Yadav,Male,Indian National Congress,INC,1291829.0,768668.0,15.43,0,OTH,Bypoll
642,2015,Madhya Pradesh,JHABUA,24,Kantilal Bhuria,Male,Indian National Congress,INC,1743178.0,1045071.0,8.5,0,OTH,Bypoll
643,2016,Madhya Pradesh,SHAHDOL,12,"Gyan Singh Ë""",Male,Bharatiya Janata Party,BJP,1601187.0,1068345.0,5.65,0,OTH,Bypoll
644,2021,Madhya Pradesh,KHANDWA,20,GYANESHWAR PATIL,Male,Bharatiya Janata Party,BJP,1968805.0,1254939.0,6.55,0,OTH,Bypoll
645,1964,Maharashtra,Kolhapur,0,S.B. Chavan,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
646,1968,Maharashtra,Pune,0,N.G. Goray,Male,Praja Socialist Party,PSP,0.0,0.0,0.0,0,OTH,Bypoll
647,1972,Maharashtra,Nagpur,0,Jambuwantrao Dhote,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
648,1978,Maharashtra,Aurangabad,0,Rafiq Zakaria,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
649,1980,Maharashtra,Baramati,0,Sharad Pawar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
650,1985,Maharashtra,Ichalkaranji,0,Awale Saheb,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
651,1990,Maharashtra,Kolhapur,0,Sadashivrao Mandlik,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
652,1995,Maharashtra,Nashik,0,Balasaheb Thackeray,Male,Shiv Sena,SHS,0.0,0.0,0.0,0,OTH,Bypoll
653,1998,Maharashtra,Satara,0,Abhaysinh Bhonsle,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
654,1999,Maharashtra,Mumbai South,0,Mohan Rawale,Male,Shiv Sena,SHS,0.0,0.0,0.0,0,OTH,Bypoll
655,2002,Maharashtra,Solapur,0,Sushilkumar Shinde,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
656,2004,Maharashtra,Nanded,0,Ashok Chavan,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
657,2005,Maharashtra,Latur,0,Vilasrao Deshmukh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
658,2010,Maharashtra,Daund,0,Rahul Kul,Male,Nationalist Congress Party,NCP,0.0,0.0,0.0,0,OTH,Bypoll
659,2014,Maharashtra,Bhandara-Gondiya,0,Nana Patole,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
660,2016,Maharashtra,Phaltan,0,Dipak Chavan,Male,Nationalist Congress Party,NCP,0.0,0.0,0.0,0,OTH,Bypoll
661,2019,Maharashtra,Satara,0,Udayanraje Bhosale,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
662,2021,Maharashtra,Deglur,0,Jitesh Antapurkar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
663,2021,Maharashtra,Pandharpur,0,Samadhan Autade,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
664,2023,Maharashtra,Chinchwad,0,Ashwini Jagtap,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
665,2023,Maharashtra,Kasba Peth,0,Ravindra Dhangekar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
666,2024,Maharashtra,Andheri East,0,Rutuja Latke,Female,Shiv Sena,SHS,0.0,0.0,0.0,0,OTH,Bypoll
667,1970,Manipur,Inner Manipur,1,R.K. Dorendra Singh,Male,Communist Party of India,CPI,272699.0,189743.0,46.3,0,OTH,Bypoll
668,1978,Manipur,Heingang,2,L.N. Singh,Male,Independent,IND,19576.0,11631.0,10.91,0,OTH,Bypoll
669,1981,Manipur,Tamenglong,53,J. Panmei,Male,Independent,IND,14800.0,10011.0,4.15,0,OTH,Bypoll
670,1991,Manipur,Oinam,25,K.A. Devi,Female,Indian National Congress,INC,15531.0,15755.0,19.54,0,OTH,Bypoll
671,1991,Manipur,Singjamei,13,I.H. Singh,Male,Indian National Congress,INC,12561.0,13014.0,10.36,0,OTH,Bypoll
672,1995,Manipur,Khundrakpam,1,Konjengbam Binoy,Male,Manipur Peoples Party,SP,18146.0,15857.0,40.61,0,OTH,Bypoll
673,2001,Manipur,Outer Manipur,2,Holkhomang Haokip,Male,Nationalist Congress Party,NCP,737402.0,538920.0,54.74,0,OTH,Bypoll
674,2017,Manipur,Oinam,25,Laishram Radhakishore Singh,Male,Bharatiya Janata Party,BJP,28103.0,24514.0,49.07,0,OTH,Bypoll
675,2017,Manipur,Saikul,46,Yamthong Haokip,Male,Indian National Congress,INC,36750.0,32596.0,35.8,0,OTH,Bypoll
676,2017,Manipur,Singhat,60,Ginsuanhau,Male,Indian National Congress,INC,26081.0,21577.0,52.7,0,OTH,Bypoll
677,2017,Manipur,Tamenglong,53,Samuel Jendai Kamei,Male,Bharatiya Janata Party,BJP,31525.0,24037.0,54.4,0,OTH,Bypoll
678,2020,Manipur,Lilong,30,Y. Antas Khan,Male,Independent,IND,32398.0,29567.0,51.05,0,OTH,Bypoll
679,2020,Manipur,Saitu,51,Ngamthang Haokip,Male,Bharatiya Janata Party,BJP,40210.0,36375.0,73.08,0,OTH,Bypoll
680,2020,Manipur,Singhat,60,Ginsuanhau Zou,Male,Bharatiya Janata Party,BJP,27995.0,0.0,0.0,0,OTH,Bypoll
681,2020,Manipur,Wangjing Tentha,34,Paonam Brojen Singh,Male,Bharatiya Janata Party,BJP,33398.0,29460.0,52.01,0,OTH,Bypoll
682,2020,Manipur,Wangoi,22,Oinam Lukhoi Singh,Male,Bharatiya Janata Party,BJP,28828.0,27254.0,40.21,0,OTH,Bypoll
683,2022,Manipur,Keishamthong,12,Sapam Nishikant Singh,Male,Independent,IND,26163.0,24015.0,34.6,0,OTH,Bypoll
684,2022,Manipur,Thongju,5,T. Biswajit Singh,Male,Bharatiya Janata Party,BJP,31987.0,29481.0,52.2,0,OTH,Bypoll
685,1972,Meghalaya,Tura,2,K. R. Marak,Male,All Party Hill Leaders Conference,Flower,142124.0,87264.0,61.4,0,OTH,Bypoll
686,1989,Meghalaya,Tura,2,Sanford Marak,Male,Indian National Congress,INC,298412.0,161739.0,54.2,0,OTH,Bypoll
687,2006,Meghalaya,Tura,2,P. A. Sangma,Male,Nationalist Congress Party,NCP,432124.0,303783.0,70.3,0,OTH,Bypoll
688,2008,Meghalaya,Tura,2,Agatha Sangma,Female,Nationalist Congress Party,NCP,482142.0,217446.0,45.1,0,OTH,Bypoll
689,2016,Meghalaya,Tura,2,Conrad Sangma,Male,National People's Party,NPP,582412.0,397205.0,68.2,0,OTH,Bypoll
690,2018,Meghalaya,Ranikor,35,Pius Marwein,Male,United Democratic Party,UDP,28412.0,23412.0,82.4,0,OTH,Bypoll
691,2018,Meghalaya,South Tura,51,Conrad Sangma,Male,National People's Party,NPP,30124.0,21984.0,72.89,0,OTH,Bypoll
692,2019,Meghalaya,Shella,26,Balajied Kupar,Male,United Democratic Party,UDP,29124.0,24812.0,85.2,0,OTH,Bypoll
693,2021,Meghalaya,Mawphlang,15,Eugeneson Lyngdoh,Male,United Democratic Party,UDP,31412.0,24152.0,76.9,0,OTH,Bypoll
694,2021,Meghalaya,Mawryngkneng,13,Pyniaid Sing,Male,National People's Party,NPP,32124.0,24124.0,75.1,0,OTH,Bypoll
695,2021,Meghalaya,Rajabala,47,Abdur Saleh,Male,National People's Party,NPP,34124.0,30912.0,90.63,0,OTH,Bypoll
696,2024,Meghalaya,Gambegre,52,Mehtab Chandee,Female,National People's Party,NPP,31214.0,28214.0,90.4,0,OTH,Bypoll
697,1978,Mizoram,Aizawl,0,Brig T. Sailo,Male,Mizo National Front,MNF,0.0,0.0,0.0,0,OTH,Bypoll
698,1987,Mizoram,Champhai,0,Zoramthanga,Male,Mizo National Front,MNF,0.0,0.0,0.0,0,OTH,Bypoll
699,1993,Mizoram,Lunglei,0,Laldenga,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
700,1998,Mizoram,Serchhip,0,Zoramthanga,Male,Mizo National Front,MNF,0.0,0.0,0.0,0,OTH,Bypoll
701,2003,Mizoram,Kolasib,0,Lalthanhawla,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
702,2009,Mizoram,Tuikum,0,R. Lalzirliana,Male,Mizo National Front,MNF,0.0,0.0,0.0,0,OTH,Bypoll
703,2014,Mizoram,Hrangturzo,0,K. Sangthuama,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
704,2019,Mizoram,Serchhip,0,Lalrinsanga Ralte,Male,Mizo National Front,MNF,0.0,0.0,0.0,0,OTH,Bypoll
705,2024,Mizoram,Lunglei,0,C. Ngunlianchunga,Male,Zoram People's Movement,ZPM,0.0,0.0,0.0,0,OTH,Bypoll
706,1971,Nagaland,Chazouba,16,N. Theyo,Male,Naga National Organization,Mithun,6420.0,4494.0,53.91,0,OTH,Bypoll
707,1971,Nagaland,Mongoya,23,C. Jamir,Male,Naga National Organization,Mithun,5431.0,3968.0,41.08,0,OTH,Bypoll
708,1971,Nagaland,Peren,5,Kielu,Male,Naga National Organization,Mithun,4850.0,3487.0,52.23,0,OTH,Bypoll
709,1980,Nagaland,Wakching,42,P. Enyei,Male,Independent,IND,8973.0,6825.0,50.06,0,OTH,Bypoll
710,1984,Nagaland,Tuensang Sadar,53,Changkong,Male,Indian National Congress,INC,11234.0,8695.0,55.78,0,OTH,Bypoll
711,1987,Nagaland,Dimapur-I,1,Hokishe,Male,Indian National Congress,INC,30511.0,19984.0,72.33,0,OTH,Bypoll
712,1994,Nagaland,Western Angami,8,N.T. Nakhro,Male,Indian National Congress,INC,9871.0,7405.0,53.88,0,OTH,Bypoll
713,1995,Nagaland,Tehok,45,W. Wangyuh,Male,Indian National Congress,INC,13842.0,12858.0,82.5,0,OTH,Bypoll
714,2011,Nagaland,Aonglenden,26,Toshipokba,Male,Naga People's Front,Rooster,12806.0,11210.0,55.89,0,OTH,Bypoll
715,2018,Nagaland,Nagaland,1,Tokheho Yepthomi,Male,Nationalist Democratic Progressive Party,NDPP,0.0,0.0,0.0,0,OTH,Bypoll
716,2018,Nagaland,Northern Angami-II,11,Neiphiu Rio,Male,Nationalist Democratic Progressive Party,NDPP,21006.0,0.0,0.0,0,OTH,Bypoll
717,1962,Odisha,Cuttack,0,Biren Mitra,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
718,1968,Odisha,Puri,0,Nandini Satpathy,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
719,1975,Odisha,Balasore,0,Pyarimohan Mohapatra,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
720,1980,Odisha,Berhampur,0,Sriballav Panigrahi,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
721,1985,Odisha,Dhenkanal,0,Bansidhar Mohanty,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
722,1990,Odisha,Bhubaneswar,0,Bijoyini Mohanty,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
723,1996,Odisha,Kendrapara,0,Ananga Udaya Singh Deo,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
724,1998,Odisha,Hinjili,0,Naveen Patnaik,Male,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
725,2002,Odisha,Rourkela,0,Dilip Ray,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
726,2006,Odisha,Jharsuguda,0,Naba Kishore Das,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
727,2009,Odisha,Bijepur,0,Rita Sahu,Female,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
728,2011,Odisha,Loisingha,0,Kalpataru Das,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
729,2014,Odisha,Talcher,0,Braja Kishore Pradhan,Male,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
730,2018,Odisha,Bijepur,0,Rita Sahu,Female,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
731,2019,Odisha,Balasore,0,Madan Mohan Dutta,Male,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
732,2019,Odisha,Tirtol,0,Bijaya Shankar Das,Male,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
733,2020,Odisha,Pipili,0,Rudra Pratap Maharathy,Male,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
734,2022,Odisha,Dhamnagar,0,Suryabanshi Suraj,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
735,2024,Odisha,Padampur,0,Barsha Singh Bariha,Female,Biju Janata Dal,BJD,0.0,0.0,0.0,0,OTH,Bypoll
736,1969,Puducherry,Puducherry,1,M. O. H. Farook,Male,Indian National Congress,INC,260000.0,180000.0,55.0,0,OTH,Bypoll
737,1997,Puducherry,Puducherry,1,M. O. H. Farook,Male,Indian National Congress,INC,550000.0,380000.0,60.0,0,OTH,Bypoll
738,1962,Punjab,Ludhiana,0,Darbara Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
739,1969,Punjab,Amritsar,0,Zail Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
740,1975,Punjab,Jalandhar,0,Darbara Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
741,1980,Punjab,Patiala,0,Amarinder Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
742,1985,Punjab,Bathinda,0,Surjit Singh Barnala,Male,Shiromani Akali Dal,SAD,0.0,0.0,0.0,0,OTH,Bypoll
743,1990,Punjab,Faridkot,0,Sukhbir Singh Badal,Male,Shiromani Akali Dal,SAD,0.0,0.0,0.0,0,OTH,Bypoll
744,1997,Punjab,Gurdaspur,0,Vinod Khanna,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
745,2002,Punjab,Adampur,0,Bhajan Lal,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
746,2005,Punjab,Ludhiana,0,Manish Tewari,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
747,2006,Punjab,Moga,0,Joginder Singh Mann,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
748,2010,Punjab,Jalandhar,0,Rajinder Beri,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
749,2012,Punjab,Moga,0,Joginderpal Jain,Male,Shiromani Akali Dal,SAD,0.0,0.0,0.0,0,OTH,Bypoll
750,2016,Punjab,Talwandi Sabo,0,Jeet Mohinder Singh Sidhu,Male,Shiromani Akali Dal,SAD,0.0,0.0,0.0,0,OTH,Bypoll
751,2017,Punjab,Gurdaspur,0,Sunil Jakhar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
752,2019,Punjab,Dakha,0,Sandeep Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
753,2019,Punjab,Jalalabad,0,Raminder Singh Awla,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
754,2019,Punjab,Mukerian,0,Indu Bala,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
